class_definition	rules		rules																the collection of rules that apply to all members of this class			class_definition														True																				True					class_rule																	sh:rule														
class_definition	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
class_definition	slot_conditions		slot_conditions																the redefinition of a slot in the context of the containing class definition.																	True																				True					slot_definition																															
class_definition	slot_names_unique		slot_names_unique																if true then induced/mangled slot names are not created for class_usage and attributes			definition																																							boolean																															
class_definition	slot_usage		slot_usage								Many slots may be re-used across different classes, but the meaning of the slot may be refined by context. For example, a generic association model may use slots subject/predicate/object with generic semantics and minimal constraints. When this is subclasses, e.g. to disease-phenotype associations then slot usage may specify both local naming (e.g. subject=disease) and local constraints								the redefinition of a slot in the context of the containing class definition.			class_definition												basic		True																				True					slot_definition																															
class_definition	slots		slots								This defines the set of slots that are allowed to be used for a given class. The final list of slots for a class is the combination of the parent (is a) slots, mixins slots, apply to slots minus the slot usage entries. Formally,								list of slot names that are applicable to a class			class_definition												basic																						True					slot_definition																															
class_definition	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
class_definition	status		status	workflow status															status of the element			element						bibo:draft						basic																											uriorcurie											https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process						bibo:status														
class_definition	string_serialization		string_serialization																"Used on a slot that stores the string serialization of the containing object. The syntax follows python formatted strings, with slot names enclosed in {}s. These are expanded using the values of those slots.
We call the slot with the serialization the s-slot, the slots used in the {}s are v-slots. If both s-slots and v-slots are populated on an object then the value of the s-slot should correspond to the expansion.
Implementations of frameworks may choose to use this property to either (a) PARSE: implement automated normalizations by parsing denormalized strings into complex objects (b) GENERARE: implement automated to_string labeling of complex objects
For example, a Measurement class may have 3 fields: unit, value, and string_value. The string_value slot may have a string_serialization of {value}{unit} such that if unit=cm and value=2, the value of string_value shouldd be 2cm"			definition													False																										string											https://github.com/linkml/issues/128																				
class_definition	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
class_definition	subclass_of		subclass_of													Use is_a instead			rdfs:subClassOf to be emitted in OWL generation			class_definition																																							uriorcurie																	rdfs:subClassOf														
class_definition	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
class_definition	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
class_definition	tree_root		tree_root																indicator that this is the root class in tree structures			class_definition												basic																								each schema should have at most one tree root			boolean																															
class_definition	union_of		union_of																indicates that the domain class consists exactly of the members of the classes in the range			class_definition																																		True		this only applies in the OWL generation			class_definition																															
class_definition	unique_keys		unique_keys																Set of unique keys for this slot			class_definition					owl:hasKey							basic|relational_model		True																				True					unique_key																															
class_definition	values_from		values_from																"The identifier of a ""value set"" -- a set of identifiers that form the possible values for the range of a slot. Note: this is different than 'subproperty_of' in that 'subproperty_of' is intended to be a single ontology term while 'values_from' is the identifier of an entire value set.  Additionally, this is different than an enumeration in that in an enumeration, the values of the enumeration are listed directly in the model itself. Setting this property on a slot does not guarantee an expansion of the ontological hiearchy into an enumerated list of possible values in every serialization of the model."			definition																																		True					uriorcurie																															
class_definition				table|record|template|message|observation						owl:Class									the definition of a class or interface															minimal|basic|relational_model|object_oriented						definition														class_expression																																						
class_expression	all_of		all_of																holds if all of the expressions hold																					boolean_slot																True					anonymous_class_expression																															
class_expression	any_of		any_of																holds if at least one of the expressions hold																					boolean_slot																True					anonymous_class_expression																															
class_expression	exactly_one_of		exactly_one_of																holds if only one of the expressions hold																					boolean_slot																True					anonymous_class_expression																															
class_expression	none_of		none_of																holds if none of the expressions hold																					boolean_slot																True					anonymous_class_expression																															
class_expression	slot_conditions		slot_conditions																the redefinition of a slot in the context of the containing class definition.																	True																				True					slot_definition																															
class_expression																			A boolean expression that can be used to dynamically determine membership of a class																																		True																											testing												
class_level_rule		True																	A rule that is applied to classes																																																													testing												
class_rule	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
class_rule	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
class_rule	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
class_rule	bidirectional		bidirectional	iff|if and only if															in addition to preconditions entailing postconditions, the postconditions entail the preconditions																																										boolean																															
class_rule	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
class_rule	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
class_rule	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
class_rule	deactivated		deactivated																a deactivated rule is not executed by the rules engine																																										boolean																	sh:deactivated														
class_rule	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
class_rule	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
class_rule	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
class_rule	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
class_rule	elseconditions		elseconditions	else															an expression that must hold for an instance of the class, if the preconditions no not hold																	True																									anonymous_class_expression																															
class_rule	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
class_rule	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
class_rule	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
class_rule	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
class_rule	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
class_rule	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
class_rule	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
class_rule	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
class_rule	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
class_rule	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
class_rule	open_world		open_world																if true, the the postconditions may be omitted in instance data, but it is valid for an inference engine to add these																																										boolean																															
class_rule	postconditions		postconditions	then|head|consequents						swrl:body									an expression that must hold for an instance of the class, if the preconditions hold																	True																									anonymous_class_expression																															
class_rule	preconditions		preconditions	if|body|antecedents						swrl:body									an expression that must hold in order for the rule to be applicable to an instance																	True																									anonymous_class_expression																	sh:condition														
class_rule	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
class_rule	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
class_rule	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
class_rule	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
class_rule	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
class_rule	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
class_rule	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
class_rule				if rule						sh:TripleRule|swrl:Imp									A rule that applies to instances of a class																					class_level_rule														extensible|annotatable|common_metadata																										testing												
common_metadata	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
common_metadata	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
common_metadata	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
common_metadata	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
common_metadata	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
common_metadata	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
common_metadata	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
common_metadata	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
common_metadata	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
common_metadata	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
common_metadata	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
common_metadata	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
common_metadata	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
common_metadata	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
common_metadata	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
common_metadata	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
common_metadata	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
common_metadata	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
common_metadata	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
common_metadata	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
common_metadata	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
common_metadata	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
common_metadata	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
common_metadata	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
common_metadata	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
common_metadata																			Generic metadata shared across definitions															basic																			True																																							
definition	abstract		abstract																an abstract class is a high level class or slot that is typically used to group common slots together and cannot be directly instantiated.			definition												basic|object_oriented																											boolean																															
definition	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
definition	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
definition	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
definition	apply_to		apply_to																Used to extend class or slot definitions. For example, if we have a core schema where a gene has two slots for identifier and symbol, and we have a specialized schema for my_organism where we wish to add a slot systematic_name, we can avoid subclassing by defining a class gene_my_organism, adding the slot to this class, and then adding an apply_to pointing to the gene class. The new slot will be 'injected into' the gene class.			definition																																		True					definition																															
definition	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
definition	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
definition	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
definition	conforms_to		conforms_to																An established standard to which the element conforms.			element												owl|basic																											string																	dcterms:conformsTo														
definition	created_by		created_by																agent that created the element			element												basic																											uriorcurie																	pav:createdBy														
definition	created_on		created_on																time at which the element was created			element												basic																											datetime																	pav:createdOn														
definition	definition_uri		definition_uri								Formed by combining the default_prefix with the mangled element								"the ""native"" URI of the element"			element																																							uriorcurie		filled in by the schema loader																													
definition	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
definition	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
definition	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
definition	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
definition	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
definition	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
definition	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
definition	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
definition	id_prefixes		id_prefixes								Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)								the identifier of this class or slot must begin with the URIs referenced by this prefix			element												basic																						True					ncname											https://github.com/linkml/linkml/issues/194|https://github.com/linkml/linkml-model/issues/28																				
definition	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
definition	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
definition	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
definition	is_a	True	is_a																specifies single-inheritance between classes or slots. While multiple inheritance is not allowed, mixins can be provided effectively providing the same thing. The semantics are the same when translated to formalisms that allow MI (e.g. RDFS/OWL). When translating to a SI framework (e.g. java classes, python classes) then is a is used. When translating a framework without polymorphism (e.g. json-schema, solr document schema) then is a and mixins are recursively unfolded			definition												basic|object_oriented																											definition																															
definition	last_updated_on		last_updated_on																time at which the element was last updated			element												basic																											datetime																	pav:lastUpdatedOn														
definition	local_names		local_names																			element														True																				True					local_name																															
definition	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
definition	mixin		mixin	trait															this slot or class can only be used as a mixin.			definition												basic|object_oriented																											boolean											https://en.wikipedia.org/wiki/Mixin																				
definition	mixins		mixins	traits							mixins act in the same way as parents (is_a). They allow a model to have a primary strict hierachy, while keeping the benefits of multiple inheritance								List of definitions to be mixed in. Targets may be any definition of the same type			definition												basic|object_oriented																						True					definition											https://en.wikipedia.org/wiki/Mixin																				
definition	modified_by		modified_by																agent that modified the element			element												basic																											uriorcurie																	oslc:modifiedBy														
definition	name		name	short name|unique name															the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.			element					schema:name				True			owl|minimal|basic|relational_model|object_oriented																											string											https://en.wikipedia.org/wiki/Data_element_name						rdfs:label														
definition	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
definition	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
definition	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
definition	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
definition	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
definition	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
definition	status		status	workflow status															status of the element			element						bibo:draft						basic																											uriorcurie											https://www.hl7.org/fhir/valueset-publication-status.html|https://www.hl7.org/fhir/versions.html#std-process						bibo:status														
definition	string_serialization		string_serialization																"Used on a slot that stores the string serialization of the containing object. The syntax follows python formatted strings, with slot names enclosed in {}s. These are expanded using the values of those slots.
We call the slot with the serialization the s-slot, the slots used in the {}s are v-slots. If both s-slots and v-slots are populated on an object then the value of the s-slot should correspond to the expansion.
Implementations of frameworks may choose to use this property to either (a) PARSE: implement automated normalizations by parsing denormalized strings into complex objects (b) GENERARE: implement automated to_string labeling of complex objects
For example, a Measurement class may have 3 fields: unit, value, and string_value. The string_value slot may have a string_serialization of {value}{unit} such that if unit=cm and value=2, the value of string_value shouldd be 2cm"			definition													False																										string											https://github.com/linkml/issues/128																				
definition	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
definition	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
definition	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
definition	values_from		values_from																"The identifier of a ""value set"" -- a set of identifiers that form the possible values for the range of a slot. Note: this is different than 'subproperty_of' in that 'subproperty_of' is intended to be a single ontology term while 'values_from' is the identifier of an entire value set.  Additionally, this is different than an enumeration in that in an enumeration, the values of the enumeration are listed directly in the model itself. Setting this property on a slot does not guarantee an expansion of the ontological hiearchy into an enumerated list of possible values in every serialization of the model."			definition																																		True					uriorcurie																															
definition		True																	base class for definitions															basic						element																																https://en.wikipedia.org/wiki/Data_element_definition																				
element	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
element	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
element	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
element	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
element	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
element	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
element	conforms_to		conforms_to																An established standard to which the element conforms.			element												owl|basic																											string																	dcterms:conformsTo														
element	definition_uri		definition_uri								Formed by combining the default_prefix with the mangled element								"the ""native"" URI of the element"			element																																							uriorcurie		filled in by the schema loader																													
element	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
element	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
element	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
element	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
element	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
element	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
element	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
element	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
element	id_prefixes		id_prefixes								Order of elements may be used to indicate priority order|If identifiers are treated as CURIEs, then the CURIE must start with one of the indicated prefixes followed by `:` (_should_ start if the list is open)|If identifiers are treated as URIs, then the URI string must start with the expanded for of the prefix (_should_ start if the list is open)								the identifier of this class or slot must begin with the URIs referenced by this prefix			element												basic																						True					ncname											https://github.com/linkml/linkml/issues/194|https://github.com/linkml/linkml-model/issues/28																				
element	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
element	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
element	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
element	local_names		local_names																			element														True																				True					local_name																															
element	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
element	name		name	short name|unique name															the unique name of the element within the context of the schema.  Name is combined with the default prefix to form the globally unique subject of the target class.			element					schema:name				True			owl|minimal|basic|relational_model|object_oriented																											string											https://en.wikipedia.org/wiki/Data_element_name						rdfs:label														
element	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
element	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
element	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
element	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
element	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
element	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
element	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
